SpTree	logl	delta	tau	lambda	duplications	transfers	losses	speciations
tree54	-48.074	0	0.385	0	0	9.147	0	6.853
tree55	-48.074	0	0.385	0	0	9.159	0	6.841
tree56	-47.9098	0	0.36625	0	0	8.802	0	7.198
tree57	-45.7273	0	0.31625	0	0	7.889	0	8.111
tree58	-48.5197	0	0.375625	0	0	9.016	0	6.984
tree59	-46.732	0	0.331875	0	0	8.216	0	7.784
tree60	-48.8683	0	0.37875	0	0	9.076	0	6.924
tree61	-48.8683	0	0.37875	0	0	9.021	0	6.979
tree62	-47.8393	0	0.363125	0	0	8.737	0	7.263
tree63	-47.8393	0	0.363125	0	0	8.766	0	7.234
tree64	-48.8683	0	0.37875	0	0	9.029	0	6.971
tree65	-47.8261	0	0.36625	0	0	8.86	0	7.14
tree66	-47.8393	0	0.363125	0	0	8.763	0	7.237
tree67	-45.7273	0	0.31625	0	0	7.93	0	8.07
tree68	-47.9098	0	0.36625	0	0	8.784	0	7.216
tree69	-48.6608	0	0.381875	0	0	9.104	0	6.896
tree70	-47.8261	0	0.36625	0	0	8.825	0	7.175
tree71	-47.9098	0	0.36625	0	0	8.779	0	7.221
tree72	-47.9098	0	0.36625	0	0	8.823	0	7.177
tree73	-48.8683	0	0.37875	0	0	9.111	0	6.889
tree74	-48.8683	0	0.37875	0	0	9.078	0	6.922
tree75	-48.8683	0	0.37875	0	0	9.064	0	6.936
tree76	-48.6608	0	0.381875	0	0	9.113	0	6.887
tree77	-48.5197	0	0.375625	0	0	9.042	0	6.958
tree78	-46.0303	0	0.331875	0	0	8.236	0	7.764
tree79	-45.9253	0	0.288125	0	0	7.388	0	8.612
tree80	-48.6964	0	0.3725	0	0	8.93	0	7.07
tree81	-48.6964	0	0.3725	0	0	8.908	0	7.092
tree82	-47.8393	0	0.363125	0	0	8.745	0	7.255
tree83	-48.8683	0	0.37875	0	0	9.048	0	6.952
tree84	-48.6608	0	0.381875	0	0	9.131	0	6.869
tree85	-45.7273	0	0.31625	0	0	7.919	0	8.081
tree86	-48.8683	0	0.37875	0	0	9.129	0	6.871
tree87	-48.1607	0	0.388125	0	0	9.218	0	6.782
tree88	-48.6608	0	0.381875	0	0	9.104	0	6.896
tree89	-42.7507	0	0.24125	0	0	6.375	0	9.625
tree90	-46.7095	0	0.331875	0	0	8.234	0	7.766
tree91	-48.6964	0	0.3725	0	0	8.923	0	7.077
tree92	-48.6608	0	0.381875	0	0	9.125	0	6.875
tree93	-47.9098	0	0.36625	0	0	8.818	0	7.182
tree94	-42.8738	0	0.235	0	0	6.274	0	9.726
tree95	-48.6964	0	0.3725	0	0	8.927	0	7.073
tree96	-48.8683	0	0.37875	0	0	9.01	0	6.99
tree97	-48.8683	0	0.37875	0	0	9.026	0	6.974
tree98	-48.8683	0	0.37875	0	0	9.035	0	6.965
tree99	-47.9098	0	0.36625	0	0	8.8	0	7.2
tree100	-48.8683	0	0.37875	0	0	9.045	0	6.955
tree101	-46.0423	0	0.288125	0	0	7.442	0	8.558
tree102	-48.8683	0	0.37875	0	0	9.023	0	6.977
tree103	-47.8393	0	0.363125	0	0	8.795	0	7.205
tree104	-48.6964	0	0.3725	0	0	8.913	0	7.087
tree105	-52.0486	0	0.4225	0	0	9.815	0	6.185
tree106	-32.8787	0	0.14125	0	0	4.036	0	11.964
tree107	-48.8683	0	0.37875	0	0	9.006	0	6.994
tree108	-47.9098	0	0.36625	0	0	8.81	0	7.19
tree109	-47.8393	0	0.363125	0	0	8.756	0	7.244
tree110	-49.0023	0	0.39125	0	0	9.323	0	6.677
tree111	-48.8683	0	0.37875	0	0	9.087	0	6.913
tree112	-42.7507	0	0.24125	0	0	6.385	0	9.615
tree113	-47.9098	0	0.36625	0	0	8.777	0	7.223
tree114	-48.8683	0	0.37875	0	0	9.047	0	6.953
tree115	-45.7273	0	0.31625	0	0	7.915	0	8.085
tree116	-43.4048	0	0.27875	0	0	7.241	0	8.759
tree117	-47.9866	0	0.36625	0	0	8.88	0	7.12
tree118	-49.0718	0	0.39125	0	0	9.243	0	6.757
tree119	-46.0303	0	0.331875	0	0	8.225	0	7.775
tree120	-48.8683	0	0.37875	0	0	9.074	0	6.926
tree121	-45.7273	0	0.31625	0	0	7.887	0	8.113
tree122	-48.8683	0	0.37875	0	0	8.938	0	7.062
tree123	-46.0423	0	0.288125	0	0	7.373	0	8.627
tree124	-48.1607	0	0.388125	0	0	9.214	0	6.786
tree125	-48.8683	0	0.37875	0	0	9.024	0	6.976
tree126	-48.8683	0	0.37875	0	0	9.084	0	6.916
tree127	-47.8393	0	0.363125	0	0	8.776	0	7.224
tree128	-48.8683	0	0.37875	0	0	9.022	0	6.978
tree129	-47.8393	0	0.363125	0	0	8.819	0	7.181
tree130	-46.732	0	0.331875	0	0	8.249	0	7.751
tree131	-47.8961	0	0.369375	0	0	8.881	0	7.119
tree132	-45.7719	0	0.331875	0	0	8.281	0	7.719
tree133	-48.6964	0	0.3725	0	0	8.927	0	7.073
tree134	-48.6964	0	0.3725	0	0	8.964	0	7.036
tree135	-46.732	0	0.331875	0	0	8.245	0	7.755
tree136	-48.8683	0	0.37875	0	0	9.144	0	6.856
tree137	-48.6608	0	0.381875	0	0	9.12	0	6.88
tree138	-46.0303	0	0.331875	0	0	8.194	0	7.806
tree139	-42.5763	0	0.238125	0	0	6.311	0	9.689
tree140	-47.9098	0	0.36625	0	0	8.814	0	7.186
tree141	-48.1607	0	0.388125	0	0	9.216	0	6.784
tree142	-46.7095	0	0.331875	0	0	8.216	0	7.784
tree143	-48.8683	0	0.37875	0	0	9.085	0	6.915
tree144	-48.6964	0	0.3725	0	0	8.922	0	7.078
tree145	-48.8683	0	0.37875	0	0	9.04	0	6.96
tree146	-48.8683	0	0.37875	0	0	9.03	0	6.97
tree147	-44.7214	0	0.31	0	0	7.759	0	8.241
tree148	-48.6964	0	0.3725	0	0	8.937	0	7.063
tree149	-48.8683	0	0.37875	0	0	9.029	0	6.971
tree150	-46.732	0	0.331875	0	0	8.228	0	7.772
tree151	-47.2425	0	0.37875	0	0	9.097	0	6.903
tree152	-46.0423	0	0.288125	0	0	7.431	0	8.569
tree153	-47.8261	0	0.36625	0	0	8.919	0	7.081
tree154	-48.6964	0	0.3725	0	0	8.916	0	7.084
tree155	-47.9098	0	0.36625	0	0	8.837	0	7.163
tree156	-48.6964	0	0.3725	0	0	8.895	0	7.105
tree157	-49.0718	0	0.39125	0	0	9.348	0	6.652
tree158	-48.6964	0	0.3725	0	0	8.912	0	7.088
tree159	-47.9098	0	0.36625	0	0	8.867	0	7.133
tree160	-48.5197	0	0.375625	0	0	8.974	0	7.026
tree161	-49.0023	0	0.39125	0	0	9.261	0	6.739
tree162	-48.8683	0	0.37875	0	0	9.056	0	6.944
tree163	-47.9313	0	0.375625	0	0	9.015	0	6.985
tree164	-48.6964	0	0.3725	0	0	8.914	0	7.086
tree165	-47.9098	0	0.36625	0	0	8.825	0	7.175
tree166	-48.8683	0	0.37875	0	0	9.085	0	6.915
tree167	-48.8683	0	0.37875	0	0	9.043	0	6.957
tree168	-48.8683	0	0.37875	0	0	9.003	0	6.997
tree169	-48.6608	0	0.381875	0	0	9.092	0	6.908
tree170	-48.8683	0	0.37875	0	0	9.051	0	6.949
tree171	-47.9098	0	0.36625	0	0	8.813	0	7.187
tree172	-48.8683	0	0.37875	0	0	9.035	0	6.965
tree173	-48.8683	0	0.37875	0	0	9.071	0	6.929
tree174	-47.8393	0	0.363125	0	0	8.784	0	7.216
tree175	-45.7273	0	0.31625	0	0	7.908	0	8.092
